100011,0.0
100014,0.0
100017,0.0
100025,0.0
100033,0.0
100044,0.0
100045,0.0
100046,0.0
100049,0.0
100050,0.0
100053,0.0
100058,0.0
100059,0.0
100063,0.0
100075,0.0
100087,0.0
100093,0.0
100097,0.0
100111,0.0
100112,0.0
100113,0.0
100114,0.0
100116,0.0
100120,0.0
100135,0.0
100144,0.0
100163,0.0
100167,0.0
100173,0.0
100175,0.0
100177,0.0
100181,0.0
100193,0.0
100194,0.0
100197,0.0
100199,0.0
100208,0.0
100216,0.0
100217,0.0
100219,0.0
100225,0.0
100230,0.0
100240,0.0
100242,0.0
100252,0.0
100259,0.0
100267,0.0
100279,0.0
100282,0.0
100287,0.0
100288,0.0
100292,0.0
100296,0.0
100300,0.0
100304,0.0
100308,0.0
100317,0.0
100318,0.0
100319,0.0
100322,0.0
100332,0.0
100338,0.0
100340,0.0
100345,0.0
100349,0.0
100360,0.0
100363,0.0
100365,0.0
100371,0.0
100374,0.0
100380,0.0
100401,0.0
100411,0.0
100413,0.0
100441,0.0
100443,0.0
100452,0.0
100462,0.0
100463,0.0
100472,0.0
100474,0.0
100478,0.0
100485,0.0
100488,0.0
100490,0.0
100492,0.0
100498,0.0
100499,0.0
100514,0.0
100519,0.0
100523,0.0
100530,0.0
100531,0.0
100560,0.0
100564,0.0
100570,0.0
100574,0.0
100575,0.0
100580,0.0
100581,0.0
100582,0.0
100587,0.0
100619,0.0
100624,0.0
100637,0.0
100641,0.0
100645,0.0
100682,0.0
100689,0.0
100694,0.0
100708,0.0
100709,0.0
100728,0.0
100731,0.0
100749,0.0
100767,0.0
100768,0.0
100771,0.0
100774,0.0
100783,0.0
100789,0.0
100790,0.0
100796,0.0
100801,0.0
100806,0.0
100808,0.0
100815,0.0
100817,0.0
100821,0.0
100832,0.0
100833,0.0
100841,0.0
100844,0.0
100853,0.0
100860,0.0
100864,0.0
100870,0.0
100880,0.0
100884,0.0
100894,0.0
100895,0.0
100897,0.0
100901,0.0
100903,0.0
100920,0.0
100921,0.0
100922,0.0
100934,0.0
100935,0.0
100937,0.0
100939,0.0
100941,0.0
100942,0.0
100944,0.0
100956,0.0
100960,0.0
100980,0.0
100985,0.0
100988,0.0
100995,0.0
100996,0.0
101007,0.0
101012,0.0
101019,0.0
101027,0.0
101033,0.0
101043,0.0
101044,0.0
101059,0.0
101061,0.0
101071,0.0
101076,0.0
101081,0.0
101086,0.0
101089,0.0
101093,0.0
101100,0.0
101101,0.0
101104,0.0
101105,0.0
101109,0.0
101110,0.0
101112,0.0
101114,0.0
101127,0.0
101131,0.0
101134,0.0
101145,0.0
101150,0.0
101157,0.0
101159,0.0
101165,0.0
101168,0.0
101173,0.0
101175,0.0
101191,0.0
101197,0.0
101206,0.0
101210,0.0
101233,0.0
101238,0.0
101240,0.0
101247,0.0
101248,0.0
101263,0.0
101265,0.0
101267,0.0
101273,0.0
101274,0.0
101283,0.0
101285,0.0
101286,0.0
101298,0.0
101300,0.0
101319,0.0
101321,0.0
101323,0.0
101324,0.0
101326,0.0
101331,0.0
101335,0.0
101339,0.0
101340,0.0
101348,0.0
101350,0.0
101361,0.0
101371,0.0
101375,0.0
101377,0.0
101379,0.0
101404,0.0
101417,0.0
101420,0.0
101421,0.0
101436,0.0
101437,0.0
101441,0.0
101445,0.0
101453,0.0
101456,0.0
101459,0.0
101468,0.0
101470,0.0
101494,0.0
101498,0.0
101515,0.0
101516,0.0
101520,0.0
101534,0.0
101535,0.0
101538,0.0
101541,0.0
101544,0.0
101552,0.0
101568,0.0
101582,0.0
101585,0.0
101586,0.0
101591,0.0
101594,0.0
101596,0.0
101598,0.0
101601,0.0
101608,0.0
101613,0.0
101625,0.0
101632,0.0
101645,0.0
101647,0.0
101656,0.0
101672,0.0
101677,0.0
101679,0.0
101685,0.0
101687,0.0
101698,0.0
101699,0.0
101702,0.0
101706,0.0
101708,0.0
101709,0.0
101710,0.0
101713,0.0
101723,0.0
101733,0.0
101742,0.0
101777,0.0
101778,0.0
101791,0.0
101800,0.0
101802,0.0
101805,0.0
101809,0.0
101814,0.0
101821,0.0
101833,0.0
101837,0.0
101847,0.0
101848,0.0
101855,0.0
101864,0.0
101871,0.0
101872,0.0
101874,0.0
101892,0.0
101895,0.0
101900,0.0
101905,0.0
101911,0.0
101913,0.0
101917,0.0
101918,0.0
101923,0.0
101933,0.0
101934,0.0
101937,0.0
101953,0.0
101964,0.0
101969,0.0
101988,0.0
101989,0.0
101993,0.0
101995,0.0
101997,0.0
101998,0.0
102004,0.0
102009,0.0
102018,0.0
102030,0.0
102033,0.0
102035,0.0
102036,0.0
102041,0.0
102059,0.0
102072,0.0
102073,0.0
102075,0.0
102079,0.0
102085,0.0
102093,0.0
102106,0.0
102124,0.0
102137,0.0
102142,0.0
102154,0.0
102156,0.0
102157,0.0
102163,0.0
102170,0.0
102173,0.0
102185,0.0
102186,0.0
102191,0.0
102195,0.0
102207,0.0
102209,0.0
102214,0.0
102215,0.0
102222,0.0
102223,0.0
102229,0.0
102232,0.0
102235,0.0
102239,0.0
102240,0.0
102245,0.0
102249,0.0
102255,0.0
102258,0.0
102264,0.0
102265,0.0
102266,0.0
102267,0.0
102270,0.0
102271,0.0
102277,0.0
102285,0.0
102292,0.0
102300,0.0
102326,0.0
102337,0.0
102348,0.0
102351,0.0
102359,0.0
102366,0.0
102375,0.0
102381,0.0
102395,0.0
102396,0.0
102397,0.0
102401,0.0
102402,0.0
102411,0.0
102429,0.0
102432,0.0
102451,0.0
102457,0.0
102461,0.0
102464,0.0
102467,0.0
102473,0.0
102474,0.0
102477,0.0
102478,0.0
102479,0.0
102485,0.0
102486,0.0
